Volume,Volume Weighted,Open Price,Close Price,Highest Price,Lowest Price,Timestamp,Number of Transaction,Stock Name
2515132.0,514.3814,514.0,514.71,514.7301,513.26,2024-03-18 13:30:00,23254,SPY
1710218.0,514.6042,514.72,514.27,514.83,514.26,2024-03-18 13:35:00,15838,SPY
1342788.0,514.5644,514.27,514.38,514.8171,514.26,2024-03-18 13:40:00,12682,SPY
1126018.0,514.3731,514.385,514.19,514.7,514.05,2024-03-18 13:45:00,11870,SPY
814090.0,514.1607,514.19,514.12,514.34,513.98,2024-03-18 13:50:00,8776,SPY
810771.0,513.9716,514.12,513.835,514.22,513.75,2024-03-18 13:55:00,8690,SPY
745573.0,514.0219,513.84,514.18,514.215,513.81,2024-03-18 14:00:00,8238,SPY
878539.0,514.3905,514.17,514.63,514.69,513.95,2024-03-18 14:05:00,9545,SPY
998150.0,514.8054,514.64,514.6601,515.0,514.61,2024-03-18 14:10:00,11776,SPY
897138.0,513.3293,514.67,514.88,515.03,514.64,2024-03-18 14:15:00,14706,SPY
628557.0,514.9774,514.89,515.24,515.245,514.81,2024-03-18 14:20:00,13718,SPY
962414.0,515.3242,515.25,515.18,515.48,515.07,2024-03-18 14:25:00,13646,SPY
862575.0,513.4557,515.18,515.03,515.26,514.855,2024-03-18 14:30:00,7464,SPY
553257.0,515.074,515.02,515.1,515.23,514.9033,2024-03-18 14:35:00,6169,SPY
537082.0,515.0857,515.105,514.945,515.25,514.89,2024-03-18 14:40:00,6073,SPY
524950.0,514.966,514.955,515.13,515.21,514.77,2024-03-18 14:45:00,6003,SPY
381725.0,515.0475,515.135,515.055,515.16,514.94,2024-03-18 14:50:00,4491,SPY
745695.0,513.179,515.045,515.14,515.14,514.88,2024-03-18 14:55:00,5282,SPY
690253.0,514.9312,515.14,514.92,515.225,514.785,2024-03-18 15:00:00,6034,SPY
386309.0,514.862,514.92,514.95,515.015,514.7,2024-03-18 15:05:00,4713,SPY
589172.0,514.649,514.95,514.625,514.96,514.495,2024-03-18 15:10:00,5852,SPY
642537.0,514.4489,514.63,514.49,514.6323,514.255,2024-03-18 15:15:00,6549,SPY
410299.0,514.5889,514.5,514.63,514.71,514.4,2024-03-18 15:20:00,5043,SPY
439377.0,514.5848,514.63,514.68,514.72,514.46,2024-03-18 15:25:00,4738,SPY
537303.0,514.3173,514.69,514.16,514.705,514.039,2024-03-18 15:30:00,6085,SPY
886073.0,514.3816,514.18,514.44,514.53,514.065,2024-03-18 15:35:00,4306,SPY
389465.0,514.424,514.43,514.49,514.56,514.31,2024-03-18 15:40:00,3377,SPY
322900.0,514.3996,514.5,514.3,514.56,514.175,2024-03-18 15:45:00,3807,SPY
404897.0,514.1154,514.31,514.065,514.36,513.905,2024-03-18 15:50:00,4692,SPY
458304.0,514.1642,514.06,514.225,514.32,513.965,2024-03-18 15:55:00,4796,SPY
453438.0,514.0003,514.22,513.9011,514.25,513.8,2024-03-18 16:00:00,4623,SPY
446209.0,514.0487,513.9001,514.11,514.215,513.84,2024-03-18 16:05:00,4639,SPY
365653.0,514.3063,514.13,514.475,514.515,514.0926,2024-03-18 16:10:00,4022,SPY
344675.0,514.3252,514.47,514.36,514.49,514.205,2024-03-18 16:15:00,3929,SPY
280044.0,514.3051,514.37,514.225,514.42,514.19,2024-03-18 16:20:00,3326,SPY
678971.0,512.4745,514.2205,514.17,514.31,514.04,2024-03-18 16:25:00,4048,SPY
348847.0,514.0642,514.18,514.0493,514.23,513.9701,2024-03-18 16:30:00,3737,SPY
266003.0,514.0548,514.04,514.04,514.15,513.94,2024-03-18 16:35:00,3089,SPY
433541.0,514.1656,514.035,514.2498,514.29,513.92,2024-03-18 16:40:00,4321,SPY
254705.0,514.1408,514.24,513.94,514.2599,513.935,2024-03-18 16:45:00,3087,SPY
570383.0,513.6953,513.96,513.69,514.0,513.53,2024-03-18 16:50:00,6179,SPY
448877.0,513.5812,513.68,513.5134,513.69,513.47,2024-03-18 16:55:00,4419,SPY
675165.0,513.5337,513.52,513.47,513.74,513.41,2024-03-18 17:00:00,5826,SPY
343384.0,513.6569,513.48,513.71,513.84,513.41,2024-03-18 17:05:00,4071,SPY
346829.0,513.6309,513.7,513.69,513.76,513.54,2024-03-18 17:10:00,3671,SPY
301044.0,513.6197,513.7,513.69,513.71,513.515,2024-03-18 17:15:00,3473,SPY
497044.0,513.9139,513.69,514.025,514.05,513.6899,2024-03-18 17:20:00,4953,SPY
311063.0,514.0608,514.02,514.2,514.215,513.93,2024-03-18 17:25:00,3397,SPY
360543.0,514.0675,514.21,513.9001,514.25,513.83,2024-03-18 17:30:00,4804,SPY
487324.0,513.6141,513.89,513.47,513.928,513.41,2024-03-18 17:35:00,5404,SPY
1015791.0,513.4044,513.47,513.48,513.53,513.2901,2024-03-18 17:40:00,5415,SPY
360920.0,513.5099,513.475,513.67,513.67,513.3725,2024-03-18 17:45:00,3842,SPY
308529.0,513.5974,513.67,513.53,513.76,513.42,2024-03-18 17:50:00,3453,SPY
385629.0,513.6643,513.54,513.8,513.8405,513.445,2024-03-18 17:55:00,3984,SPY
885394.0,513.7309,513.81,513.85,513.93,513.65,2024-03-18 18:00:00,5097,SPY
748228.0,513.7607,513.85,513.92,513.99,513.65,2024-03-18 18:05:00,6261,SPY
509594.0,513.9984,513.93,513.845,514.14,513.8069,2024-03-18 18:10:00,5454,SPY
364340.0,512.8954,513.84,514.05,514.08,513.81,2024-03-18 18:15:00,3273,SPY
342449.0,513.9435,514.0503,514.0,514.09,513.8,2024-03-18 18:20:00,3492,SPY
509326.0,514.2322,514.0,514.3402,514.38,513.96,2024-03-18 18:25:00,5241,SPY
364244.0,514.2287,514.345,514.255,514.36,514.16,2024-03-18 18:30:00,4000,SPY
401496.0,514.2527,514.24,514.201,514.4,514.12,2024-03-18 18:35:00,3950,SPY
806525.0,513.6546,514.2,513.53,514.2,513.21,2024-03-18 18:40:00,8194,SPY
585750.0,513.5395,513.53,513.7312,513.7323,513.34,2024-03-18 18:45:00,5539,SPY
292024.0,513.6829,513.73,513.705,513.8,513.594,2024-03-18 18:50:00,3754,SPY
402208.0,513.6823,513.7,513.79,513.86,513.55,2024-03-18 18:55:00,4219,SPY
289370.0,513.7369,513.79,513.775,513.839,513.6226,2024-03-18 19:00:00,3642,SPY
490751.0,513.8943,513.77,514.04,514.14,513.61,2024-03-18 19:05:00,4955,SPY
492179.0,514.0389,514.03,513.995,514.145,513.91,2024-03-18 19:10:00,4166,SPY
648535.0,512.3185,513.99,514.09,514.13,513.97,2024-03-18 19:15:00,3618,SPY
484308.0,514.0152,514.09,513.911,514.14,513.86,2024-03-18 19:20:00,4822,SPY
508806.0,513.8829,513.91,513.855,514.0,513.74,2024-03-18 19:25:00,5248,SPY
1351876.0,513.1882,513.86,514.055,514.12,513.8001,2024-03-18 19:30:00,8669,SPY
1309316.0,513.1028,514.055,513.7,514.08,513.68,2024-03-18 19:35:00,9655,SPY
626786.0,513.7317,513.695,513.78,513.81,513.5999,2024-03-18 19:40:00,7102,SPY
1281159.0,513.748,513.78,513.68,513.89,513.64,2024-03-18 19:45:00,10560,SPY
6388797.0,512.5538,513.67,512.7885,514.8171,512.73,2024-03-18 19:50:00,35859,SPY
10364121.0,511.9871,512.79,512.87,513.08,512.44,2024-03-18 19:55:00,42817,SPY
2883627.0,511.985,512.86,512.69,513.02,512.58,2024-03-18 20:00:00,2264,SPY
5448406.0,512.7224,512.7,513.04,513.07,512.7,2024-03-18 20:05:00,1293,SPY
6356484.0,512.7626,513.03,513.04,513.12,512.92,2024-03-18 20:10:00,675,SPY
4571938.0,512.8854,513.01,512.83,513.01,512.64,2024-03-18 20:15:00,1042,SPY
288158.0,512.7984,512.83,512.75,512.8399,512.59,2024-03-18 20:20:00,748,SPY
394411.0,510.7936,512.73,512.95,513.15,512.73,2024-03-18 20:25:00,667,SPY
987501.0,512.0374,512.98,512.99,513.11,512.83,2024-03-18 20:30:00,296,SPY
32312.0,512.9355,513.03,512.88,513.06,512.86,2024-03-18 20:35:00,202,SPY
7145.0,512.9265,512.89,512.93,513.0,512.85,2024-03-18 20:40:00,100,SPY
22302.0,512.9503,512.9,512.96,512.98,512.9,2024-03-18 20:45:00,140,SPY
55720.0,512.8672,512.94,512.91,512.95,512.85,2024-03-18 20:50:00,74,SPY
308959.0,512.8606,512.83,512.9,512.9,512.8201,2024-03-18 20:55:00,68,SPY
13433.0,512.9786,512.98,512.93,513.02,512.87,2024-03-18 21:00:00,123,SPY
8464.0,512.8027,512.85,512.8,512.86,512.7,2024-03-18 21:05:00,73,SPY
11134.0,512.7195,512.72,512.72,512.78,512.66,2024-03-18 21:10:00,92,SPY
14682.0,512.7513,512.64,512.83,512.83,512.61,2024-03-18 21:15:00,148,SPY
12164.0,512.2581,512.83,512.95,512.95,512.82,2024-03-18 21:20:00,135,SPY
5483.0,512.9678,512.96,512.95,513.05,512.95,2024-03-18 21:25:00,86,SPY
4857.0,512.9675,512.98,512.95,512.98,512.95,2024-03-18 21:30:00,81,SPY
4649.0,512.9315,512.95,512.87,512.97,512.87,2024-03-18 21:35:00,75,SPY
4587.0,512.9276,512.94,512.93,512.94,512.87,2024-03-18 21:40:00,50,SPY
1738.0,512.9144,512.92,512.89,512.92,512.89,2024-03-18 21:45:00,45,SPY
7793.0,512.7098,512.9,512.4,512.9,512.4,2024-03-18 21:50:00,88,SPY
11968.0,512.7781,512.7704,512.8,512.9,512.62,2024-03-18 21:55:00,97,SPY
41355.0,512.8848,512.9,512.88,513.04,512.57,2024-03-18 22:00:00,293,SPY
12572.0,512.8513,512.86,512.86,512.9,512.8,2024-03-18 22:05:00,66,SPY
5654.0,512.8825,512.82,512.88,512.93,512.8011,2024-03-18 22:10:00,64,SPY
4883.0,512.8105,512.8,512.86,512.88,512.8,2024-03-18 22:15:00,52,SPY
4454.0,512.8485,512.8604,512.91,512.91,512.811,2024-03-18 22:20:00,46,SPY
2449.0,512.94,512.87,512.85,512.97,512.85,2024-03-18 22:25:00,36,SPY
2342.0,512.8114,512.85,512.69,512.85,512.69,2024-03-18 22:30:00,37,SPY
1328.0,512.6841,512.66,512.72,512.72,512.641,2024-03-18 22:35:00,34,SPY
53817.0,512.7997,512.67,512.55,512.86,512.55,2024-03-18 22:40:00,64,SPY
63069.0,512.7159,512.52,512.25,512.86,512.25,2024-03-18 22:45:00,114,SPY
2801.0,512.2639,512.24,512.34,512.34,512.24,2024-03-18 22:50:00,41,SPY
2271.0,512.3037,512.29,512.3,512.34,512.29,2024-03-18 22:55:00,25,SPY
6166.0,512.1526,512.26,512.15,512.26,512.1,2024-03-18 23:00:00,54,SPY
3402.0,512.2051,512.22,512.23,512.24,512.19,2024-03-18 23:05:00,39,SPY
974.0,512.4401,512.29,512.5,512.5,512.29,2024-03-18 23:10:00,31,SPY
5808.0,512.4167,512.42,512.41,512.45,512.39,2024-03-18 23:15:00,46,SPY
4457.0,512.4686,512.42,512.45,512.5099,512.41,2024-03-18 23:20:00,66,SPY
2529.0,512.4448,512.45,512.41,512.46,512.38,2024-03-18 23:25:00,34,SPY
1800.0,512.4162,512.4207,512.4,512.43,512.4,2024-03-18 23:30:00,24,SPY
1035.0,512.4597,512.4599,512.4599,512.4599,512.4599,2024-03-18 23:35:00,12,SPY
11484.0,512.4339,512.44,512.41,512.45,512.4,2024-03-18 23:40:00,42,SPY
930.0,512.3901,512.37,512.41,512.41,512.37,2024-03-18 23:45:00,17,SPY
9363.0,512.3836,512.4,512.45,512.45,512.36,2024-03-18 23:50:00,94,SPY
7817.0,512.4379,512.45,512.47,512.47,512.4,2024-03-18 23:55:00,81,SPY
2902.0,512.4188,512.45,512.52,512.53,512.33,2024-03-19 08:00:00,71,SPY
5958.0,512.2131,512.57,512.14,512.57,512.11,2024-03-19 08:05:00,61,SPY
894.0,512.2221,512.2,512.12,512.31,512.12,2024-03-19 08:10:00,11,SPY
171.0,512.126,512.18,512.18,512.18,512.18,2024-03-19 08:15:00,2,SPY
501.0,512.3015,512.11,512.43,512.43,512.11,2024-03-19 08:20:00,3,SPY
1135.0,512.4553,512.44,512.5,512.5,512.4,2024-03-19 08:25:00,9,SPY
1617.0,512.4976,512.57,512.54,512.57,512.46,2024-03-19 08:30:00,16,SPY
260.0,512.5859,512.58,512.59,512.59,512.58,2024-03-19 08:35:00,8,SPY
3873.0,512.8739,512.73,513.03,513.04,512.73,2024-03-19 08:40:00,26,SPY
1123.0,513.0665,513.11,512.98,513.12,512.98,2024-03-19 08:45:00,10,SPY
2865.0,513.3509,513.21,513.45,513.45,513.21,2024-03-19 08:50:00,21,SPY
5010.0,513.1852,513.39,512.85,513.39,512.85,2024-03-19 08:55:00,48,SPY
2359.0,512.9929,512.95,513.06,513.06,512.92,2024-03-19 09:00:00,16,SPY
4430.0,512.5111,512.75,512.54,512.75,512.4,2024-03-19 09:05:00,36,SPY
957.0,512.4554,512.45,512.46,512.46,512.45,2024-03-19 09:10:00,12,SPY
760.0,512.4758,512.58,512.44,512.58,512.44,2024-03-19 09:15:00,9,SPY
1800.0,512.4456,512.42,512.47,512.47,512.42,2024-03-19 09:25:00,4,SPY
636.0,512.4896,512.49,512.49,512.49,512.49,2024-03-19 09:30:00,6,SPY
6871.0,512.2161,512.22,512.25,512.27,512.2,2024-03-19 09:35:00,21,SPY
193.0,512.1598,512.15,512.15,512.15,512.15,2024-03-19 09:40:00,7,SPY
2203.0,512.0331,512.15,512.0,512.15,511.97,2024-03-19 09:45:00,56,SPY
305.0,511.95,511.95,511.95,511.95,511.95,2024-03-19 09:50:00,3,SPY
111.0,511.8782,511.88,511.88,511.88,511.88,2024-03-19 09:55:00,3,SPY
401.0,512.0676,512.09,512.06,512.09,512.06,2024-03-19 10:00:00,3,SPY
3145.0,512.1938,512.07,512.11,512.28,512.07,2024-03-19 10:05:00,23,SPY
902.0,512.2011,512.17,512.27,512.27,512.17,2024-03-19 10:15:00,7,SPY
7752.0,512.1227,512.17,512.19,512.19,512.1,2024-03-19 10:20:00,38,SPY
301.0,512.1599,512.16,512.16,512.16,512.16,2024-03-19 10:25:00,5,SPY
2040.0,512.2649,512.2,512.18,512.33,512.18,2024-03-19 10:35:00,24,SPY
25058.0,512.22,512.22,512.22,512.22,512.22,2024-03-19 10:45:00,26,SPY
2312.0,511.8935,512.25,511.72,512.25,511.71,2024-03-19 10:50:00,48,SPY
114787.0,511.8884,511.82,511.95,511.95,511.79,2024-03-19 10:55:00,250,SPY
34605.0,511.5541,511.86,511.23,511.86,511.2,2024-03-19 11:00:00,240,SPY
20138.0,511.3399,511.23,511.43,511.43,511.18,2024-03-19 11:05:00,107,SPY
12258.0,511.2155,511.36,511.27,511.36,511.12,2024-03-19 11:10:00,99,SPY
5256.0,511.0805,511.22,511.11,511.22,511.01,2024-03-19 11:15:00,65,SPY
11679.0,511.0398,511.09,511.0,511.1,510.93,2024-03-19 11:20:00,138,SPY
16115.0,511.0141,510.98,511.05,511.1,510.98,2024-03-19 11:25:00,88,SPY
10687.0,510.9136,511.03,510.79,511.03,510.67,2024-03-19 11:30:00,110,SPY
17641.0,510.7029,510.8,510.75,510.82,510.61,2024-03-19 11:35:00,125,SPY
7585.0,510.6568,510.72,510.58,510.73,510.56,2024-03-19 11:40:00,87,SPY
2160.0,510.6922,510.62,510.76,510.76,510.62,2024-03-19 11:45:00,31,SPY
14553.0,510.7986,510.9,510.77,510.91,510.71,2024-03-19 11:50:00,83,SPY
8122.0,510.9478,510.8,510.96,510.99,510.8,2024-03-19 11:55:00,59,SPY
39941.0,511.205,510.96,510.85,513.4604,510.59,2024-03-19 12:00:00,890,SPY
26579.0,510.8194,512.49,510.48,512.78,510.42,2024-03-19 12:05:00,344,SPY
12064.0,510.5947,510.51,510.67,510.68,510.48,2024-03-19 12:10:00,169,SPY
9339.0,510.7447,510.59,510.79,510.87,510.59,2024-03-19 12:15:00,102,SPY
9374.0,510.5892,510.8,510.48,510.83,510.47,2024-03-19 12:20:00,194,SPY
41384.0,510.3578,510.46,510.34,510.46,510.29,2024-03-19 12:25:00,427,SPY
28530.0,510.7093,510.45,510.9,511.0,510.35,2024-03-19 12:30:00,392,SPY
25623.0,510.963,510.9,511.1,511.1,510.9,2024-03-19 12:35:00,287,SPY
9628.0,510.954,511.13,510.87,511.13,510.85,2024-03-19 12:40:00,204,SPY
15811.0,511.1251,510.96,511.24,511.24,510.96,2024-03-19 12:45:00,295,SPY
28812.0,511.2193,511.24,511.25,511.31,511.1,2024-03-19 12:50:00,278,SPY
21931.0,511.3774,511.2,511.44,511.49,511.16,2024-03-19 12:55:00,272,SPY
21796.0,511.5143,511.45,511.52,511.6,511.35,2024-03-19 13:00:00,256,SPY
21839.0,511.3894,511.5,511.29,511.51,511.26,2024-03-19 13:05:00,207,SPY
4348.0,511.3643,511.24,511.52,511.52,511.24,2024-03-19 13:10:00,115,SPY
33162.0,511.6808,511.51,511.67,511.76,511.49,2024-03-19 13:15:00,291,SPY
25175.0,511.845,511.65,511.86,511.96,511.64,2024-03-19 13:20:00,275,SPY
30791.0,512.012,511.83,512.15,512.2,511.79,2024-03-19 13:25:00,304,SPY
1377493.0,511.7868,512.15,511.77,512.16,511.32,2024-03-19 13:30:00,13836,SPY
813908.0,511.5126,511.77,511.37,511.779,511.27,2024-03-19 13:35:00,8536,SPY
853513.0,511.3036,511.36,511.37,511.539,511.12,2024-03-19 13:40:00,8716,SPY
576255.0,511.443,511.38,511.5012,511.64,511.26,2024-03-19 13:45:00,5965,SPY
711633.0,511.5918,511.49,511.52,511.795,511.2601,2024-03-19 13:50:00,7063,SPY
635816.0,511.6786,511.51,511.6899,511.9003,511.3901,2024-03-19 13:55:00,6113,SPY
492718.0,511.8417,511.68,511.85,512.03,511.59,2024-03-19 14:00:00,5927,SPY
534707.0,511.9052,511.87,511.7801,512.09,511.7,2024-03-19 14:05:00,7835,SPY
499186.0,511.7613,511.79,511.7802,511.965,511.56,2024-03-19 14:10:00,12579,SPY
563532.0,511.5627,511.79,511.375,511.81,511.32,2024-03-19 14:15:00,12949,SPY
630103.0,511.4069,511.36,511.5301,511.555,511.22,2024-03-19 14:20:00,7716,SPY
675271.0,511.6868,511.555,511.4591,511.93,511.305,2024-03-19 14:25:00,7076,SPY
450392.0,511.6196,511.45,511.77,511.855,511.3479,2024-03-19 14:30:00,5265,SPY
875317.0,511.9229,511.77,512.15,512.21,511.69,2024-03-19 14:35:00,7715,SPY
777878.0,512.2737,512.15,512.31,512.4221,512.09,2024-03-19 14:40:00,7273,SPY
506141.0,512.3459,512.31,512.46,512.47,512.19,2024-03-19 14:45:00,5137,SPY
464628.0,512.3616,512.44,512.3887,512.5,512.24,2024-03-19 14:50:00,5044,SPY
526609.0,512.4226,512.41,512.23,512.61,512.21,2024-03-19 14:55:00,5686,SPY
389625.0,512.2783,512.24,512.46,512.48,512.16,2024-03-19 15:00:00,4131,SPY
484185.0,512.5406,512.47,512.52,512.66,512.361,2024-03-19 15:05:00,4761,SPY
202420.0,512.5126,512.51,512.5203,512.64,512.4,2024-03-19 15:10:00,2733,SPY
259920.0,512.5316,512.54,512.46,512.62,512.401,2024-03-19 15:15:00,3311,SPY
279833.0,512.3655,512.4597,512.325,512.5,512.24,2024-03-19 15:20:00,3711,SPY
344813.0,512.5778,512.33,512.675,512.77,512.26,2024-03-19 15:25:00,3981,SPY
819888.0,512.9929,512.68,513.09,513.24,512.68,2024-03-19 15:30:00,7465,SPY
660980.0,513.1695,513.09,513.07,513.43,513.03,2024-03-19 15:35:00,5661,SPY
387858.0,513.1034,513.0694,513.035,513.24,512.99,2024-03-19 15:40:00,4037,SPY
513073.0,512.9535,513.04,513.185,513.19,512.88,2024-03-19 15:45:00,3589,SPY
264974.0,513.05,513.1888,512.9251,513.2,512.895,2024-03-19 15:50:00,3107,SPY
235857.0,513.018,512.915,513.1802,513.2,512.87,2024-03-19 15:55:00,2939,SPY
608704.0,513.0419,513.18,513.22,513.26,513.045,2024-03-19 16:00:00,3483,SPY
539183.0,513.0843,513.22,513.145,513.425,513.12,2024-03-19 16:05:00,3442,SPY
303854.0,513.1096,513.14,513.08,513.24,513.005,2024-03-19 16:10:00,3362,SPY
497878.0,513.488,513.08,513.685,513.74,513.005,2024-03-19 16:15:00,5171,SPY
883298.0,513.607,513.69,514.11,514.11,513.685,2024-03-19 16:20:00,6182,SPY
731780.0,513.5614,514.105,513.9901,514.115,513.83,2024-03-19 16:25:00,4854,SPY
623381.0,514.2557,514.0,514.32,514.39,514.0,2024-03-19 16:30:00,5935,SPY
796968.0,513.9175,514.33,514.48,514.52,514.275,2024-03-19 16:35:00,5127,SPY
995439.0,514.2168,514.48,514.9633,514.98,514.37,2024-03-19 16:40:00,6413,SPY
916627.0,514.908,514.96,514.83,515.05,514.755,2024-03-19 16:45:00,8020,SPY
864927.0,514.3685,514.83,514.99,515.135,514.83,2024-03-19 16:50:00,5881,SPY
1556196.0,513.5264,514.98,514.6799,515.03,514.61,2024-03-19 16:55:00,5109,SPY
685266.0,515.0715,514.68,514.86,515.45,514.68,2024-03-19 17:00:00,7086,SPY
1095124.0,514.6665,514.86,514.5418,514.87,514.39,2024-03-19 17:05:00,6209,SPY
736244.0,514.0481,514.54,514.555,514.8263,514.54,2024-03-19 17:10:00,3017,SPY
353439.0,514.5173,514.555,514.565,514.69,514.36,2024-03-19 17:15:00,3926,SPY
265010.0,514.594,514.57,514.6401,514.7,514.47,2024-03-19 17:20:00,3196,SPY
305086.0,514.8087,514.66,514.85,514.92,514.59,2024-03-19 17:25:00,3251,SPY
596901.0,515.0185,514.86,514.98,515.19,514.86,2024-03-19 17:30:00,6542,SPY
391461.0,514.9416,514.99,515.055,515.1001,514.82,2024-03-19 17:35:00,4052,SPY
574482.0,514.0707,515.06,515.0801,515.16,514.92,2024-03-19 17:40:00,3640,SPY
628823.0,514.2061,515.08,515.085,515.27,515.0,2024-03-19 17:45:00,4511,SPY
365886.0,514.8915,515.09,514.8001,515.165,514.71,2024-03-19 17:50:00,4449,SPY
216300.0,514.9259,514.8,514.99,515.03,514.75,2024-03-19 17:55:00,3071,SPY
510367.0,514.7587,514.99,514.78,514.99,514.63,2024-03-19 18:00:00,4739,SPY
561543.0,514.7094,514.78,514.65,514.91,514.575,2024-03-19 18:05:00,4985,SPY
533707.0,514.698,514.6575,514.82,514.94,514.5,2024-03-19 18:10:00,5240,SPY
